[2021-07-31 00:07:39,376] multiqc                                            [DEBUG  ]  No MultiQC config found: /usr/local/lib/python3.9/site-packages/multiqc_config.yaml
[2021-07-31 00:07:39,377] multiqc                                            [DEBUG  ]  No MultiQC config found: /home/xz289/.multiqc_config.yaml
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  Loading config settings from: multiqc_config.yaml
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'report_comment': This report has been generated by the <a href="https://github.com/nf-core/rnaseq" target="_blank">nf-core/rnaseq</a> analysis pipeline. For information about how to interpret these results, please see the <a href="https://github.com/nf-core/rnaseq/blob/master/docs/output.md" target="_blank">documentation</a>.

[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'run_modules': ['custom_content', 'fastqc', 'cutadapt', 'sortmerna', 'star', 'hisat2', 'rsem', 'salmon', 'samtools', 'picard', 'preseq', 'rseqc', 'qualimap']
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'top_modules': ['fail_mapped_samples', 'fail_strand_check', 'star_rsem_deseq2_pca', 'star_rsem_deseq2_clustering', 'star_salmon_deseq2_pca', 'star_salmon_deseq2_clustering', 'salmon_deseq2_pca', 'salmon_deseq2_clustering', 'biotype_counts', 'dupradar']
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'module_order': [{'fastqc': {'name': 'FastQC (raw)', 'info': 'This section of the report shows FastQC results before adapter trimming.', 'path_filters': ['./fastqc/*.zip']}}, 'cutadapt', {'fastqc': {'name': 'FastQC (trimmed)', 'info': 'This section of the report shows FastQC results after adapter trimming.', 'path_filters': ['./trimgalore/fastqc/*.zip']}}]
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'report_section_order': {'software_versions': {'order': -1000}, 'nf-core-rnaseq-summary': {'order': -1100}}
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'table_columns_visible': {'FastQC': {'percent_duplicates': False}}
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  Added to filename clean extensions: ['.umi_dedup', '_2_val_2', '_val_1']
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  Added to filename patterns: {'cutadapt': {'fn': '*trimming_report.txt'}, 'sortmerna': {'fn': '*.sortmerna.log'}, 'hisat2': {'fn': '*.hisat2.summary.log'}, 'salmon/meta': {'fn': 'meta_info.json'}, 'preseq': {'fn': '*.ccurve.txt'}, 'samtools/stats': {'fn': '*.stats'}, 'samtools/flagstat': {'fn': '*.flagstat'}, 'samtools/idxstats': {'fn': '*.idxstats*'}, 'rseqc/bam_stat': {'fn': '*.bam_stat.txt'}, 'rseqc/gene_body_coverage': {'skip': True}, 'rseqc/junction_annotation': {'fn': '*.junction_annotation.log'}, 'rseqc/read_gc': {'skip': True}, 'rseqc/read_distribution': {'fn': '*.read_distribution.txt'}, 'rseqc/infer_experiment': {'fn': '*.infer_experiment.txt'}, 'picard/markdups': {'fn': '*.MarkDuplicates.metrics.txt'}, 'picard/alignment_metrics': {'skip': True}, 'picard/basedistributionbycycle': {'skip': True}, 'picard/gcbias': {'skip': True}, 'picard/hsmetrics': {'skip': True}, 'picard/insertsize': {'skip': True}, 'picard/oxogmetrics': {'skip': True}, 'picard/pcr_metrics': {'skip': True}, 'picard/quality_by_cycle': {'skip': True}, 'picard/quality_score_distribution': {'skip': True}, 'picard/quality_yield_metrics': {'skip': True}, 'picard/rnaseqmetrics': {'skip': True}, 'picard/rrbs_metrics': {'skip': True}, 'picard/sam_file_validation': {'skip': True}, 'picard/variant_calling_metrics': {'skip': True}, 'picard/wgs_metrics': {'skip': True}}
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  New config 'custom_data': {'fail_mapped_samples': {'section_name': 'WARNING: Fail Alignment Check', 'description': "List of samples that failed the STAR minimum mapped reads threshold specified via the '--min_mapped_reads' parameter, and hence were ignored for the downstream processing steps.", 'plot_type': 'table', 'pconfig': {'id': 'fail_mapped_samples_table', 'table_title': 'Samples failed mapping threshold', 'namespace': 'Samples failed mapping threshold', 'format': '{:.2f}'}}, 'fail_strand_check': {'section_name': 'WARNING: Fail Strand Check', 'description': "List of samples that failed the strandedness check between that provided in the samplesheet and calculated by the <a href='http://rseqc.sourceforge.net/#infer-experiment-py'>RSeQC infer_experiment.py</a> tool.", 'plot_type': 'table', 'pconfig': {'id': 'fail_strand_check_table', 'table_title': 'Samples failed strandedness check', 'namespace': 'Samples failed strandedness check', 'format': '{:.2f}'}}}
[2021-07-31 00:07:39,389] multiqc                                            [DEBUG  ]  Command used: /usr/local/bin/multiqc -f --title CTR_gjb2_0002-NF_reverse_Ensembl. .
[2021-07-31 00:07:40,299] multiqc                                            [WARNING]  MultiQC Version v1.11 now available!
[2021-07-31 00:07:40,300] multiqc                                            [INFO   ]  This is MultiQC v1.10.1
[2021-07-31 00:07:40,300] multiqc                                            [DEBUG  ]  Command     : /usr/local/bin/multiqc -f --title CTR_gjb2_0002-NF_reverse_Ensembl. .
[2021-07-31 00:07:40,300] multiqc                                            [DEBUG  ]  Working dir : /rds/project/rds-ZQgmtPF01rg/CTR-Projects/CTR_gjb2_0002/work/b2/d474c8a0e41103dcd98b06ecd496be
[2021-07-31 00:07:40,300] multiqc                                            [INFO   ]  Template    : default
[2021-07-31 00:07:40,300] multiqc                                            [DEBUG  ]  Running Python 3.9.2 | packaged by conda-forge | (default, Feb 21 2021, 05:02:46)  [GCC 9.3.0]
[2021-07-31 00:07:40,300] multiqc                                            [INFO   ]  Report title: CTR_gjb2_0002-NF_reverse_Ensembl.
[2021-07-31 00:07:40,300] multiqc                                            [INFO   ]  Searching   : /rds/project/rds-ZQgmtPF01rg/CTR-Projects/CTR_gjb2_0002/work/b2/d474c8a0e41103dcd98b06ecd496be
[2021-07-31 00:07:40,300] multiqc                                            [INFO   ]  Only using modules custom_content, fastqc, cutadapt, sortmerna, star, hisat2, rsem, salmon, samtools, picard, preseq, rseqc, qualimap
[2021-07-31 00:07:40,300] multiqc                                            [DEBUG  ]  Analysing modules: custom_content, hisat2, picard, preseq, qualimap, rsem, rseqc, salmon, samtools, sortmerna, star, fastqc, cutadapt, fastqc
[2021-07-31 00:07:40,300] multiqc                                            [DEBUG  ]  Using temporary directory for creating report: /tmp/tmpbkx10u3i
[2021-07-31 00:07:40,372] multiqc                                            [DEBUG  ]  Ignored 200 search patterns as didn't match running modules.
[2021-07-31 00:07:40,372] multiqc                                            [INFO   ]  Skipping 17 file search patterns
[2021-07-31 00:07:40,372] multiqc                                            [DEBUG  ]  Skipping search patterns: picard/alignment_metrics, picard/basedistributionbycycle, picard/gcbias, picard/hsmetrics, picard/insertsize, picard/oxogmetrics, picard/pcr_metrics, picard/quality_by_cycle, picard/quality_score_distribution, picard/quality_yield_metrics, picard/rnaseqmetrics, picard/rrbs_metrics, picard/sam_file_validation, picard/variant_calling_metrics, picard/wgs_metrics, rseqc/gene_body_coverage, rseqc/read_gc
[2021-07-31 00:07:40,675] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:40,856] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,017] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,216] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,482] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,641] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,806] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:41,953] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:42,148] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
[2021-07-31 00:07:42,293] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: qualimapReport.html
